chr2	0	100000	12
chr2	100000	200000	8
chr2	200000	300000	5
chr2	300000	400000	6
chr2	400000	500000	3
chr2	500000	600000	3
chr2	600000	700000	2
chr2	700000	800000	0
chr2	800000	900000	5
chr2	900000	1000000	4
chr2	1000000	1100000	7
chr2	1100000	1200000	8
chr2	1200000	1300000	5
chr2	1300000	1400000	5
chr2	1400000	1500000	13
chr2	1500000	1600000	5
chr2	1600000	1700000	6
chr2	1700000	1800000	3
chr2	1800000	1900000	2
chr2	1900000	2000000	12
chr2	2000000	2100000	0
chr2	2100000	2200000	6
chr2	2200000	2300000	3
chr2	2300000	2400000	9
chr2	2400000	2500000	6
chr2	2500000	2600000	4
chr2	2600000	2700000	4
chr2	2700000	2800000	5
chr2	2800000	2900000	14
chr2	2900000	3000000	18
chr2	3000000	3100000	13
chr2	3100000	3200000	8
chr2	3200000	3300000	10
chr2	3300000	3400000	13
chr2	3400000	3500000	16
chr2	3500000	3600000	11
chr2	3600000	3700000	12
chr2	3700000	3800000	17
chr2	3800000	3900000	12
chr2	3900000	4000000	16
chr2	4000000	4100000	9
chr2	4100000	4200000	10
chr2	4200000	4300000	8
chr2	4300000	4400000	11
chr2	4400000	4500000	20
chr2	4500000	4600000	16
chr2	4600000	4700000	10
chr2	4700000	4800000	16
chr2	4800000	4900000	12
chr2	4900000	5000000	21
chr2	5000000	5100000	17
chr2	5100000	5200000	12
chr2	5200000	5300000	18
chr2	5300000	5400000	19
chr2	5400000	5500000	15
chr2	5500000	5600000	12
chr2	5600000	5700000	22
chr2	5700000	5800000	15
chr2	5800000	5900000	10
chr2	5900000	6000000	13
chr2	6000000	6100000	16
chr2	6100000	6200000	12
chr2	6200000	6300000	17
chr2	6300000	6400000	20
chr2	6400000	6500000	10
chr2	6500000	6600000	13
chr2	6600000	6700000	25
chr2	6700000	6800000	18
chr2	6800000	6900000	24
chr2	6900000	7000000	22
chr2	7000000	7100000	16
chr2	7100000	7200000	13
chr2	7200000	7300000	16
chr2	7300000	7400000	18
chr2	7400000	7500000	23
chr2	7500000	7600000	9
chr2	7600000	7700000	11
chr2	7700000	7800000	17
chr2	7800000	7900000	15
chr2	7900000	8000000	9
chr2	8000000	8100000	20
chr2	8100000	8200000	10
chr2	8200000	8300000	14
chr2	8300000	8400000	19
chr2	8400000	8500000	14
chr2	8500000	8600000	19
chr2	8600000	8700000	16
chr2	8700000	8800000	21
chr2	8800000	8900000	24
chr2	8900000	9000000	9
chr2	9000000	9100000	8
